Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
Purdue University,243780,2010,Football Bowl Subdivision,Big Ten Conference,"58,365,143","739,605","1,004,252","6,273,139","8,866,263","8,577,399","61,653,561","5,264,293","12,732,548","406,167","16,587,166"
Purdue University,243780,2011,Football Bowl Subdivision,Big Ten Conference,"59,429,383","998,680","954,543","7,103,064","9,045,897","9,362,665","66,202,493","5,349,136","13,401,804","450,000","15,875,167"
Purdue University,243780,2012,Football Bowl Subdivision,Big Ten Conference,"68,056,269","1,005,156","952,434","7,803,969","10,524,401","9,595,823","70,624,394","5,650,897","15,907,447","850,000","15,803,461"
Purdue University,243780,2013,Football Bowl Subdivision,Big Ten Conference,"74,628,002","1,095,313","1,141,492","8,357,033","11,661,765","10,228,369","72,379,392","5,756,946","17,187,187","1,600,000","14,004,489"
Purdue University,243780,2014,Football Bowl Subdivision,Big Ten Conference,"74,604,756","1,073,865","1,143,853","7,496,757","12,532,279","10,745,166","71,372,206","6,453,081","15,281,636","400,000","14,421,078"
Purdue University,243780,2015,Football Bowl Subdivision,Big Ten Conference,"76,150,390","1,321,979","1,311,414","8,376,990","12,809,714","10,549,856","75,637,694","6,790,581","17,531,381","1,200,000","9,832,040"
Purdue University,243780,2016,Football Bowl Subdivision,Big Ten Conference,"80,376,885","1,038,872","1,332,529","7,332,589","13,759,144","10,964,803","78,699,976","6,864,189","19,000,750","325,000","9,972,989"
Purdue University,243780,2017,Football Bowl Subdivision,Big Ten Conference,"87,209,495","1,109,735","1,544,913","8,027,403","16,105,191","11,223,518","84,841,133","6,413,658","21,679,168","125,000","9,222,191"
Purdue University,243780,2018,Football Bowl Subdivision,Big Ten Conference,"96,676,957","1,098,548","1,459,650","10,235,121","18,383,226","11,512,537","103,092,204","6,675,136","19,363,687","525,000","11,991,948"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2005,Football Bowl Subdivision,Big East Conference,"37,997,629","1,620,306","606,634","4,288,437","7,501,605","6,304,682","37,997,629","1,036,803","4,251,944","897,500","3,699,541"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2006,Football Bowl Subdivision,Big East Conference,"41,824,257","1,661,280","619,391","5,540,602","8,483,764","6,598,167","41,192,258","1,168,352","4,863,963","807,000","3,845,565"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2007,Football Bowl Subdivision,Big East Conference,"44,819,848","2,005,130","604,174","6,357,918","9,331,583","6,935,471","43,886,496","1,055,719","5,814,041","949,500","4,549,838"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2008,Football Bowl Subdivision,Big East Conference,"51,748,813","1,886,691","697,539","7,599,904","11,389,518","7,693,148","52,012,491","1,021,608","7,554,789","734,000","8,353,115"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2009,Football Bowl Subdivision,Big East Conference,"58,354,222","1,669,145","772,380","7,763,947","11,941,181","8,434,254","58,513,863","1,600,756","7,951,689","804,000","9,780,816"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2010,Football Bowl Subdivision,Big East Conference,"64,203,255","2,079,817","699,737","7,898,251","12,447,067","8,953,847","64,203,255","1,545,527","9,198,611","825,000","12,390,580"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2011,Football Bowl Subdivision,Big East Conference,"60,190,100","1,906,788","718,843","6,732,190","12,060,783","9,558,152","60,190,100","1,067,969","7,657,866","3,585,078","9,329,987"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2012,Football Bowl Subdivision,Big East Conference,"64,038,720","2,052,695","724,732","8,347,560","11,566,113","10,296,880","64,038,720","2,660,407","9,013,610","900,000","10,044,989"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2013,Football Bowl Subdivision,Big East Conference,"78,989,475","2,088,704","858,692","8,708,388","11,222,549","10,402,285","78,989,475","2,046,662","6,131,982","950,000","8,782,103"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2014,Football Bowl Subdivision,American Athletic Conference,"76,656,339","2,482,998","969,251","9,947,427","11,226,988","10,623,500","76,656,339","7,678,049","8,113,992","275,000","10,466,489"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2015,Football Bowl Subdivision,Big Ten Conference,"70,558,935","2,553,927","1,265,686","9,440,157","11,500,591","11,314,062","70,558,935","6,390,207","9,886,024","462,000","13,845,553"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2016,Football Bowl Subdivision,Big Ten Conference,"83,974,159","2,628,232","1,268,907","10,273,634","13,983,250","12,898,975","83,974,159","6,279,407","8,980,761","218,500","13,757,852"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2017,Football Bowl Subdivision,Big Ten Conference,"99,193,280","1,895,558","1,694,126","10,835,103","16,663,015","14,006,618","96,883,027","5,664,841","8,125,201","422,500","12,824,201"
"Rutgers, The State University of New Jersey-New Brunswick",186380,2018,Football Bowl Subdivision,Big Ten Conference,"102,518,486","1,384,737","1,881,103","12,217,973","18,205,764","16,824,971","100,745,386","6,163,955","9,161,713","29,500","10,764,623"
San Diego State University,122409,2005,Football Bowl Subdivision,Mountain West Conference,"25,177,993","349,213","442,639","3,001,537","4,733,763","3,793,833","26,110,436","3,116,086","3,163,001","749,500","2,982,684"
San Diego State University,122409,2006,Football Bowl Subdivision,Mountain West Conference,"30,916,070","370,928","528,645","5,504,359","5,689,149","4,449,727","31,614,413","3,434,946","3,566,514","586,430","3,495,800"
San Diego State University,122409,2007,Football Bowl Subdivision,Mountain West Conference,"30,440,354","416,463","537,391","3,852,237","6,471,089","4,574,382","30,972,095","4,131,133","2,759,598","576,000","3,649,218"
San Diego State University,122409,2008,Football Bowl Subdivision,Mountain West Conference,"31,405,858","475,432","588,332","3,759,096","6,872,963","4,680,849","32,118,251","3,991,893","3,154,918","574,796","3,380,785"
San Diego State University,122409,2009,Football Bowl Subdivision,Mountain West Conference,"35,055,228","576,990","503,922","4,704,326","7,664,320","5,012,674","32,970,550","4,599,161","3,689,147","884,922","3,134,610"
San Diego State University,122409,2010,Football Bowl Subdivision,Mountain West Conference,"32,629,652","424,232","531,034","3,818,260","6,614,688","5,558,171","32,582,576","4,219,691","3,233,772","384,803","3,042,365"
San Diego State University,122409,2011,Football Bowl Subdivision,Mountain West Conference,"36,054,231","691,551","419,641","3,715,485","7,860,939","5,492,606","45,201,703","4,053,464","11,089,506","1,106,773","3,941,409"
San Diego State University,122409,2012,Football Bowl Subdivision,Mountain West Conference,"39,017,254","827,171","459,622","4,839,865","8,421,907","6,242,998","38,003,291","4,217,893","3,923,059","1,440,300","4,955,141"
San Diego State University,122409,2013,Football Bowl Subdivision,Mountain West Conference,"42,849,323","944,559","536,224","5,493,016","9,175,084","6,767,339","39,211,827","4,654,625","5,643,426","982,649","5,350,541"
San Diego State University,122409,2014,Football Bowl Subdivision,Mountain West Conference,"45,063,393","813,274","525,717","5,344,048","9,307,221","7,305,139","46,978,189","4,152,595","9,581,991","1,414,200","6,768,575"
San Diego State University,122409,2015,Football Bowl Subdivision,Mountain West Conference,"53,607,909","929,767","596,500","5,078,781","9,766,098","7,739,406","49,011,745","4,282,598","8,071,494","1,246,000","4,793,777"
San Diego State University,122409,2016,Football Bowl Subdivision,Mountain West Conference,"55,285,535","844,421","579,815","6,628,660","9,868,942","8,128,168","56,551,028","4,405,285","10,388,209","1,423,000","5,850,716"
San Diego State University,122409,2017,Football Bowl Subdivision,Mountain West Conference,"51,569,852","819,877","596,713","5,611,579","10,600,147","8,574,313","52,454,787","5,422,091","8,826,053","651,500","5,809,058"
San Diego State University,122409,2018,Football Bowl Subdivision,Mountain West Conference,"54,933,032","867,023","684,266","7,222,844","10,478,285","8,808,212","55,687,184","5,134,850","8,589,327","456,500","9,149,380"
San Jose State University,122755,2005,Football Bowl Subdivision,Western Athletic Conference,"14,028,812","3,155","196,155","1,939,084","3,463,051","2,829,575","13,157,436","290,318","1,078,460","704,000","437,066"
San Jose State University,122755,2006,Football Bowl Subdivision,Western Athletic Conference,"17,031,351","45,658","196,168","2,618,810","3,687,949","3,299,244","18,808,533","294,148","2,098,031","547,000","512,124"
San Jose State University,122755,2007,Football Bowl Subdivision,Western Athletic Conference,"17,008,079","68,400","160,953","2,747,284","4,006,292","3,076,430","16,989,510","233,127","1,220,436","671,500","1,252,570"
San Jose State University,122755,2008,Football Bowl Subdivision,Western Athletic Conference,"17,386,449","61,361","165,135","2,588,078","4,164,330","3,069,637","18,816,240","270,088","2,087,983","1,343,191","894,143"
San Jose State University,122755,2009,Football Bowl Subdivision,Western Athletic Conference,"17,809,653","232,919","199,726","2,397,196","4,318,659","3,347,705","18,701,362","266,226","1,856,770","1,122,625","1,201,935"
San Jose State University,122755,2010,Football Bowl Subdivision,Western Athletic Conference,"20,785,707","224,667","253,925","2,350,224","4,327,702","3,497,498","20,333,059","255,628","4,963,187","869,665","935,884"
San Jose State University,122755,2011,Football Bowl Subdivision,Western Athletic Conference,"19,650,442","324,506","317,283","2,672,794","4,678,217","3,921,952","18,861,113","257,221","1,373,276","2,045,500","846,636"
San Jose State University,122755,2012,Football Bowl Subdivision,Western Athletic Conference,"23,505,166","389,840","417,349","2,869,765","4,940,125","4,881,712","23,918,785","233,155","2,761,047","941,000","685,972"
San Jose State University,122755,2013,Football Bowl Subdivision,Western Athletic Conference,"24,440,274","475,189","415,517","3,555,964","5,538,145","5,584,523","25,854,038","287,354","3,467,071","670,699","861,451"
San Jose State University,122755,2014,Football Bowl Subdivision,Mountain West Conference,"27,815,957","621,911","504,404","3,672,256","6,246,809","5,657,871","29,666,940","603,900","3,507,536","1,085,908","1,483,717"
San Jose State University,122755,2015,Football Bowl Subdivision,Mountain West Conference,"28,479,255","677,857","438,296","3,895,803","6,962,262","5,949,365","28,589,341","505,300","2,187,342","2,604,270","1,394,515"
San Jose State University,122755,2016,Football Bowl Subdivision,Mountain West Conference,"30,563,760","572,046","322,134","4,726,216","6,880,069","8,063,126","30,875,052","160,250","2,178,305","2,232,635","1,661,048"
San Jose State University,122755,2017,Football Bowl Subdivision,Mountain West Conference,"30,676,330","646,232","338,175","4,023,881","7,411,201","7,604,546","31,252,553","564,239","2,423,340","1,286,750","846,364"
San Jose State University,122755,2018,Football Bowl Subdivision,Mountain West Conference,"32,563,136","529,984","409,818","4,070,851","7,910,851","8,108,637","32,035,899","1,174,708","2,426,657","1,688,700","775,280"
Texas A & M University,228723,2005,Football Bowl Subdivision,Big 12 Conference,"58,873,096","559,833","1,017,780","5,829,493","10,162,691","4,666,223","64,180,453","2,745,923","17,559,797","269,000","24,732,135"
Texas A & M University,228723,2006,Football Bowl Subdivision,Big 12 Conference,"61,459,536","611,804","910,434","6,100,644","10,591,626","5,296,885","70,713,549","3,148,059","23,310,634","303,000","26,294,476"
Texas A & M University,228723,2007,Football Bowl Subdivision,Big 12 Conference,"70,377,179","595,255","990,038","8,072,887","11,452,825","5,558,533","73,664,352","8,864,669","13,133,059","174,000","27,863,458"
Texas A & M University,228723,2008,Football Bowl Subdivision,Big 12 Conference,"77,426,317","736,423","939,973","8,574,397","11,597,811","5,437,790","92,476,146","9,224,632","28,341,873","305,500","30,144,815"
Texas A & M University,228723,2009,Football Bowl Subdivision,Big 12 Conference,"77,812,183","625,629","933,375","6,802,922","14,117,627","5,981,844","98,121,411","9,224,113","32,943,519","305,000","30,348,202"
Texas A & M University,228723,2010,Football Bowl Subdivision,Big 12 Conference,"75,941,926","668,154","827,430","7,102,146","13,275,290","6,658,793","82,774,133","9,681,091","20,512,889","35,000","32,456,438"
Texas A & M University,228723,2011,Football Bowl Subdivision,Big 12 Conference,"78,310,805","629,031","855,789","7,517,257","13,522,958","6,872,707","87,296,532","10,763,462","18,059,015","54,000","32,771,997"
Texas A & M University,228723,2012,Football Bowl Subdivision,Big 12 Conference,"81,792,118","618,627","1,025,080","7,303,433","14,288,292","7,119,495","119,702,222","10,679,289","53,388,379","62,000","35,025,741"
Texas A & M University,228723,2013,Football Bowl Subdivision,Southeastern Conference,"85,114,588","552,757","1,295,315","9,130,659","15,798,376","7,500,214","93,957,906","11,253,156","15,291,423","437,000","35,235,435"
Texas A & M University,228723,2014,Football Bowl Subdivision,Southeastern Conference,"95,663,483","692,357","1,354,382","10,360,897","18,409,833","7,716,077","119,475,872","11,077,963","36,312,515","83,658","36,748,041"
Texas A & M University,228723,2015,Football Bowl Subdivision,Southeastern Conference,"109,313,651","1,021,152","1,496,425","10,559,040","19,797,191","8,010,805","192,608,876","14,872,042","92,062,837","245,000","45,825,167"
Texas A & M University,228723,2016,Football Bowl Subdivision,Southeastern Conference,"137,101,774","879,693","2,114,802","14,786,300","23,054,315","9,704,274","194,388,450","17,413,984","75,457,474","3,742,599","47,784,673"
Texas A & M University,228723,2017,Football Bowl Subdivision,Southeastern Conference,"146,546,229","844,023","2,665,281","15,021,427","24,691,747","10,906,393","211,960,034","19,035,380","93,134,590","584,204","47,458,538"
Texas A & M University,228723,2018,Football Bowl Subdivision,Southeastern Conference,"165,782,418","851,544","3,036,727","15,319,580","33,267,147","11,133,891","212,399,426","19,203,004","94,175,383","553,588","44,386,788"
Texas State University,228459,2005,Football Championship Subdivision,,"9,535,861","141,511","136,290","798,658","1,913,528","2,262,710","10,168,753","444,523","628,895","379,000","161,089"
